cites,authors,title,year,source,publisher,abstract,text
29,"JH Kim, F Marks, JD Clemens",Looking beyond COVID-19 vaccine phase 3 trials,2021,Nature medicine,nature.com,"After the recent announcement of COVID-19 vaccine efficacy in clinical trials by several manufacturers for protection against severe disease, a comprehensive post-efficacy strategy for the next steps to ensure vaccination of the global population is now required. These ??","Looking beyond COVID-19 vaccine phase 3 trials After the recent announcement of COVID-19 vaccine efficacy in clinical trials by several manufacturers for protection against severe disease, a comprehensive post-efficacy strategy for the next steps to ensure vaccination of the global population is now required. These ??"
41,A Notari,Temperature dependence of COVID-19 transmission,2021,Science of The Total Environment,Elsevier,"The recent COVID-19 pandemic follows in its early stages an almost exponential expansion, with the number of cases as a function of time reasonably well fit by N (t)?? e ??t, in many countries. We analyze the rate ?? in different countries, starting in each country from a ??","Temperature dependence of COVID-19 transmission The recent COVID-19 pandemic follows in its early stages an almost exponential expansion, with the number of cases as a function of time reasonably well fit by N (t)?? e ??t, in many countries. We analyze the rate ?? in different countries, starting in each country from a ??"
23,"L Caulley, M Corsten, L Eapen, J Whelan??",Salivary detection of COVID-19,2021,Annals of internal ??,acpjournals.org,"Background: Standard testing for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) requires a nasopharyngeal or oropharyngeal swab but is limited by modest sensitivity, the need for health care human resources and personal protective equipment ??","Salivary detection of COVID-19 Background: Standard testing for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) requires a nasopharyngeal or oropharyngeal swab but is limited by modest sensitivity, the need for health care human resources and personal protective equipment ??"
68,"M Fung, JM Babik",COVID-19 in immunocompromised hosts: what we know so far,2021,Clinical Infectious Diseases,academic.oup.com,Abstract The coronavirus disease 2019 (COVID-19) pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has caused significant morbidity and mortality for patients and stressed healthcare systems worldwide. The clinical features and ??,COVID-19 in immunocompromised hosts: what we know so far Abstract The coronavirus disease 2019 (COVID-19) pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has caused significant morbidity and mortality for patients and stressed healthcare systems worldwide. The clinical features and ??
7,WL Teo,Diagnostic and management considerations for ??maskne?? in the era of COVID-19,2021,Journal of the American Academy of Dermatology,Elsevier,"Our understanding of maskne is largely observational, although it is likely a disorder of follicular occlusion, directly related to mechanical stress 1 (pressure, occlusion, friction) and microbiome dysbiosis 2 (heat, pH, moisture from biofluids). Both of these are affected by ??","Diagnostic and management considerations for ??maskne?? in the era of COVID-19 Our understanding of maskne is largely observational, although it is likely a disorder of follicular occlusion, directly related to mechanical stress 1 (pressure, occlusion, friction) and microbiome dysbiosis 2 (heat, pH, moisture from biofluids). Both of these are affected by ??"
42,CT Albulescu,COVID-19 and the United States financial markets' volatility,2021,Finance Research Letters,Elsevier,"We empirically investigate the effect of the official announcements regarding the COVID-19 new cases of infection and fatality ratio, on the financial markets volatility in the United States (US). We consider both COVID-19 global and US figures and show that the sanitary crisis ??","COVID-19 and the United States financial markets' volatility We empirically investigate the effect of the official announcements regarding the COVID-19 new cases of infection and fatality ratio, on the financial markets volatility in the United States (US). We consider both COVID-19 global and US figures and show that the sanitary crisis ??"
9,"A Crozier, S Rajan, I Buchan, M McKee",Put to the test: use of rapid testing technologies for covid-19,2021,bmj,bmj.com,"Governments have invested enormous resources in scaling up testing capacity in their responses to covid-19. Real-time reverse transcription polymerase chain reaction (PCR) was the first, and still the most widely used, test. However, several days can elapse between requesting a test ??","Put to the test: use of rapid testing technologies for covid-19 Governments have invested enormous resources in scaling up testing capacity in their responses to covid-19. Real-time reverse transcription polymerase chain reaction (PCR) was the first, and still the most widely used, test. However, several days can elapse between requesting a test ??"
23,"S Paul, CR Rausch, N Jain, T Kadia, F Ravandi??",Treating leukemia in the time of COVID-19,2021,Acta ??,karger.com,"The coronavirus disease 2019 (COVID-19) pandemic poses several challenges to the management of patients with leukemia. The biology of each leukemia and its corresponding treatment with conventional intensive chemotherapy, with or without targeted therapies ??","Treating leukemia in the time of COVID-19 The coronavirus disease 2019 (COVID-19) pandemic poses several challenges to the management of patients with leukemia. The biology of each leukemia and its corresponding treatment with conventional intensive chemotherapy, with or without targeted therapies ??"
5,"RE Glover, R Urquhart, J Lukawska, KG Blumenthal",Vaccinating against covid-19 in people who report allergies,2021,,bmj.com,Use of the Pfizer-BioNTech covid-19 vaccine in people with a history of severe allergies was temporarily stopped in the UK after two healthcare workers experienced anaphylactic reactions in early December. The Medicines and Healthcare Products Regulatory Agency ??,Vaccinating against covid-19 in people who report allergies Use of the Pfizer-BioNTech covid-19 vaccine in people with a history of severe allergies was temporarily stopped in the UK after two healthcare workers experienced anaphylactic reactions in early December. The Medicines and Healthcare Products Regulatory Agency ??
45,"KA Overmyer, E Shishkova, IJ Miller, J Balnis??",Large-scale multi-omic analysis of COVID-19 severity,2021,Cell systems,Elsevier,"We performed RNA-seq and high-resolution mass spectrometry on 128 blood samples from COVID-19-positive and COVID-19-negative patients with diverse disease severities and outcomes. Quantified transcripts, proteins, metabolites, and lipids were associated with ??","Large-scale multi-omic analysis of COVID-19 severity We performed RNA-seq and high-resolution mass spectrometry on 128 blood samples from COVID-19-positive and COVID-19-negative patients with diverse disease severities and outcomes. Quantified transcripts, proteins, metabolites, and lipids were associated with ??"
11,S Nanda,Inequalities and COVID-19,2021,"COVID-19: Global Pandemic, Societal Responses ??",books.google.com,"??We're all in this together.?? This hopeful mantra, widely expressed by the media, political leaders, and scientific experts in the early stages of the COVID-19 pandemic, was meant to generate a sense of security, suggesting that through collaborative eforts the world would ??","Inequalities and COVID-19 ??We're all in this together.?? This hopeful mantra, widely expressed by the media, political leaders, and scientific experts in the early stages of the COVID-19 pandemic, was meant to generate a sense of security, suggesting that through collaborative eforts the world would ??"
11,"LC Karlsson, A Soveri, S Lewandowsky??",Fearing the disease or the vaccine: The case of COVID-19,2021,Personality and ??,Elsevier,"As studies indicate that people perceive COVID-19 as a threatening disease, the demand for a vaccine against the disease could be expected to be high. Vaccine safety concerns might nevertheless outweigh the perceived disease risks when an individual decides whether or ??","Fearing the disease or the vaccine: The case of COVID-19 As studies indicate that people perceive COVID-19 as a threatening disease, the demand for a vaccine against the disease could be expected to be high. Vaccine safety concerns might nevertheless outweigh the perceived disease risks when an individual decides whether or ??"
